"otu","mda_median","iqr25","iqr75"
"Escherichia.Shigella",1.85208434114451,1.85208434114451,1.85208434114451
"Bacteroides",1.505368177483,1.505368177483,1.505368177483
"Oscillibacter",1.46687595596034,1.46687595596034,1.46687595596034
"Akkermansia",1.45311279275789,1.45311279275789,1.45311279275789
"Parabacteroides",1.35746716471633,1.35746716471633,1.35746716471633
"Ruminococcus",1.29061516867479,1.29061516867479,1.29061516867479
"Roseburia",1.2267391173911,1.2267391173911,1.2267391173911
"Clostridium_XlVa",1.19894981769579,1.19894981769579,1.19894981769579
"Clostridium_IV",1.15219232344942,1.15219232344942,1.15219232344942
"Peptostreptococcus",1.13678708836554,1.13678708836554,1.13678708836554
"Dorea",1.07592906708129,1.07592906708129,1.07592906708129
"Alistipes",1.07475057390749,1.07475057390749,1.07475057390749
"Phascolarctobacterium",1.03560312539912,1.03560312539912,1.03560312539912
"Faecalibacterium",0.992856312211625,0.992856312211625,0.992856312211625
"Clostridium_XI",0.942752979862895,0.942752979862895,0.942752979862895
"Collinsella",0.934480642012022,0.934480642012022,0.934480642012022
"Streptococcus",0.913973353500117,0.913973353500117,0.913973353500117
"Blautia",0.89256021662984,0.89256021662984,0.89256021662984
"Bifidobacterium",0.888646510379416,0.888646510379416,0.888646510379416
"Clostridium_sensu_stricto",0.884358113917931,0.884358113917931,0.884358113917931
"Ruminococcus2",0.858137680421406,0.858137680421406,0.858137680421406
"Odoribacter",0.826138815343377,0.826138815343377,0.826138815343377
"Flavonifractor",0.823074143115264,0.823074143115264,0.823074143115264
"Sutterella",0.816135990670434,0.816135990670434,0.816135990670434
"Cloacibacillus",0.808685072350118,0.808685072350118,0.808685072350118
"Clostridium_XlVb",0.80361544867406,0.80361544867406,0.80361544867406
"Prevotella",0.770731762393464,0.770731762393464,0.770731762393464
"Barnesiella",0.76055989175576,0.76055989175576,0.76055989175576
"Dialister",0.751870939370184,0.751870939370184,0.751870939370184
"Butyricimonas",0.717633337542749,0.717633337542749,0.717633337542749
"Bilophila",0.703821323216579,0.703821323216579,0.703821323216579
"Anaerotruncus",0.671025943961142,0.671025943961142,0.671025943961142
"Veillonella",0.660884331317986,0.660884331317986,0.660884331317986
"Turicibacter",0.615279783409101,0.615279783409101,0.615279783409101
"Fusobacterium",0.599840205209717,0.599840205209717,0.599840205209717
"Howardella",0.574067446294568,0.574067446294568,0.574067446294568
"Slackia",0.481812217210671,0.481812217210671,0.481812217210671
"Parasutterella",0.447057466626137,0.447057466626137,0.447057466626137
"Paraprevotella",0.423792453823269,0.423792453823269,0.423792453823269
"Porphyromonas",0.418322753890661,0.418322753890661,0.418322753890661
"Desulfovibrio",0.402210120584301,0.402210120584301,0.402210120584301
"Lactobacillus",0.376789276841112,0.376789276841112,0.376789276841112
"Alloprevotella",0.350832302307335,0.350832302307335,0.350832302307335
"Pseudoflavonifractor",0.241607723719222,0.241607723719222,0.241607723719222
"Parvimonas",0.230155632993638,0.230155632993638,0.230155632993638
"Anaerococcus",0.196305680586256,0.196305680586256,0.196305680586256
"Megasphaera",0.14524953358381,0.14524953358381,0.14524953358381
"Eubacterium",0.12473436246247,0.12473436246247,0.12473436246247
"Campylobacter",0.119172432933236,0.119172432933236,0.119172432933236
"Megamonas",0.105900968138193,0.105900968138193,0.105900968138193
"Acidaminococcus",0.0796599850991892,0.0796599850991892,0.0796599850991892
"Lactococcus",0.0621421316141275,0.0621421316141275,0.0621421316141275
